CD_NOM,Nb Obs Total,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Corse,Façade Atlantique,Façade Manche,Façade Méditerranée,Grand Est,Hauts-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
95671,55694,15024,6944,2075,6115,97,7,6,51,4149,1892,1142,5069,3636,2336,2472,4679
101144,12359,2815,526,12,926,392,4,0,175,442,14,8,568,2162,344,3661,310
101221,29472,2447,2112,4672,2542,221,33,71,75,1534,2762,2859,2255,1487,2434,2022,1946
101402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945856,40038,9967,5064,273,3012,29,15,28,48,4598,2094,852,1654,1731,752,5581,4340
104506,19238,2590,3605,96,2690,26,3,5,20,2303,667,405,1334,1694,642,1321,1837
107106,9670,1034,765,359,1480,414,6,2,92,639,32,96,751,907,767,1306,1020
107117,139787,33449,18058,5215,14632,188,29,31,43,12546,6158,3212,12924,6267,7716,6192,13127
107282,41060,13854,5966,3124,2291,6,10,22,0,2615,1323,1971,2978,2336,2394,347,1823
107440,32898,4546,2843,501,2173,17,7,49,3,5432,6672,2329,825,1067,725,213,5496
108645,12370,2220,768,1530,858,538,2,6,280,473,44,329,631,1500,556,2401,234
110801,48751,24563,5480,6,1789,301,38,5,20,2882,486,104,1699,6156,526,2283,2413
138626,2999,786,315,142,28,0,0,2,1,169,30,40,179,517,34,549,207
112748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112808,30751,12933,2274,56,1473,114,7,24,61,1078,351,260,796,3636,495,6406,787
115620,6947,2937,466,110,302,60,0,2,0,698,88,68,194,474,285,851,412
116053,16493,3173,706,394,866,0,2,0,10,1208,899,563,2104,2108,887,1213,2360
116392,56587,8248,4210,3634,6393,151,40,109,42,4156,3407,2958,5750,3017,4166,4138,6168
117123,3089,1077,138,0,77,17,0,0,3,3,0,0,0,357,0,1416,1
118993,84266,24361,12907,148,4761,4,1,49,56,12490,6016,754,1188,2194,1564,7698,10075
121316,13308,896,2,41,10,300,5,0,486,10,5,7,221,4541,37,6727,20
122140,8952,3325,470,94,940,225,0,0,3,74,6,41,1092,824,1302,320,236
197624,70831,22819,7959,1511,5134,199,5,13,95,5915,1380,561,6282,5700,1969,5416,5873
124499,20067,5478,1428,3771,1461,42,12,22,28,763,403,919,2150,881,1484,415,810
124719,11437,1080,111,70,435,33,4,0,6,6,1,22,6685,2507,272,132,73
127387,1819,315,43,276,166,142,5,19,3,52,98,110,43,92,247,111,97
788839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128808,40275,16081,5519,774,1875,11,1,15,2,3444,1914,1532,1373,2286,1392,1985,2071
80278,9581,1305,12,0,16,188,0,0,106,1,0,0,40,3011,1,4883,18
80978,24072,7989,1061,0,1014,2,0,2,11,938,176,145,508,2971,385,7744,1126
86512,159018,77628,20354,123,6484,33,5,16,44,8225,1099,821,4749,8731,889,25174,4643
86817,5364,760,25,4,71,2,0,0,3,51,29,25,697,1829,44,1696,128
87652,31192,14285,3201,227,961,0,1,1,0,1763,382,360,2275,2932,484,3635,685
89155,3123,20,0,0,2,2927,0,0,81,0,0,0,8,81,0,3,1
89330,24141,7305,23,26,34,0,0,0,5,24,23,36,297,4312,16,11962,78
90319,1430,69,0,0,0,0,0,0,11,0,0,0,0,182,0,1168,0
97511,27455,3815,4366,304,2462,408,7,7,193,3315,885,577,1206,3284,608,4230,1788
98718,16602,4090,1152,93,1895,0,6,0,0,1066,48,97,1484,3065,256,2495,855
100338,42013,16385,4965,1,2001,10,0,0,5,2014,139,104,2855,3442,180,8162,1750
102842,94243,39305,11971,16,5809,8,3,7,5,4799,968,587,4269,5525,446,15228,5297
103648,14922,6492,1924,0,1283,13,0,0,0,1891,93,0,329,434,180,1722,561
104397,199488,78138,9149,92,4054,1186,1,1,0,3561,1197,455,8933,16008,449,73456,2808
105162,14796,3370,1577,206,1077,212,3,15,56,1188,577,330,380,2032,313,2762,698
105211,21898,4841,1121,519,1125,190,7,23,25,669,862,435,1620,1839,459,6015,2148
106664,31997,8027,1,0,0,212,0,0,244,3,0,0,557,7555,0,15396,2
106677,10540,2661,2,1,0,411,0,0,319,1,0,0,442,2369,2,4330,2
706505,10821,1778,2042,8,1086,18,1,1,39,1654,191,81,529,1221,72,1429,671
109838,23111,4574,884,0,5,412,0,0,135,449,68,0,758,3341,1,12482,2
110139,32194,16351,2577,8,572,6,0,4,4,2298,476,192,414,1566,145,6709,872
138212,23257,5765,3834,244,3529,2,55,126,9,2873,963,583,983,952,500,866,1973
114539,18935,8312,1435,0,1657,0,0,4,0,1566,322,301,1018,1263,99,2165,793
611455,13325,2747,0,0,0,144,0,0,16,0,0,0,292,3690,0,6436,0
118474,6563,2313,318,8,627,2,1,2,0,686,359,97,124,616,44,1120,246
121334,61574,24234,9151,8,4223,3,1,3,4,4786,1202,467,4437,5491,522,4105,2937
122254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123037,31715,1249,9069,1,4950,0,0,0,0,2848,321,76,3689,5575,423,268,3246
125981,129765,56908,11639,8,4630,502,1,0,152,4790,610,289,4353,10571,509,30190,4613
126008,48300,19137,4900,0,2162,0,1,0,7,2085,206,206,1713,2391,291,13558,1643
127337,17236,4972,4563,967,1152,1,1,4,1,2346,402,308,525,531,440,306,717
198850,74874,22234,8462,3413,6687,600,24,91,155,4253,1674,2167,4782,7636,2953,5381,4362
89454,443,76,12,17,24,0,0,0,1,13,8,14,33,79,30,39,97
134387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192551,384118,170605,39359,3589,11686,974,161,314,38,12392,4285,4001,14234,24163,3174,82772,12371
99061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103494,2431,201,69,42,73,0,0,0,0,122,64,51,119,897,70,437,286
105232,7374,1613,677,159,878,25,8,4,2,537,118,133,943,1029,479,404,365
105615,6035,546,41,1892,50,40,20,29,53,125,858,442,627,378,556,235,143
107141,181,47,2,1,3,1,0,0,1,15,1,0,7,58,3,13,29
1015184,57,2,0,2,1,0,0,0,0,28,0,0,1,4,0,0,19
107154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197402,249135,129199,6199,390,5628,1073,24,61,31,3284,1722,1340,6432,24312,2268,62201,4971
126449,167,40,6,3,6,0,0,0,1,59,4,1,9,16,0,6,16
87849,110829,26734,12202,4204,8913,476,26,109,62,10381,8841,4093,4459,5829,4300,7201,12999
89180,50643,19403,5257,161,3062,6,8,44,7,3802,1029,601,2600,2518,603,9334,2208
90470,6102,314,154,2049,662,1,15,17,2,42,27,261,1046,177,1183,17,135
93680,30479,11512,3953,326,2209,71,1,2,4,2561,549,584,1055,3074,433,3425,720
97513,9450,2279,257,0,397,20,0,0,6,244,2,9,352,1192,18,4608,66
104144,46054,10065,3262,4810,4775,471,42,54,88,1757,2074,2500,4550,2418,3118,2304,3766
105410,17976,6854,1199,7,1066,7,0,0,2,768,156,235,741,3323,263,2963,392
106634,6359,663,127,1170,388,590,7,6,36,11,2,92,1437,786,696,342,6
106766,3721,219,32,19,324,607,2,0,53,24,7,7,240,826,142,1198,21
115407,10875,4619,818,2,1087,22,0,4,0,997,304,128,249,696,356,1186,407
126822,1898,99,0,0,0,214,0,0,93,0,0,0,39,578,5,870,0
126865,7051,884,241,237,764,159,25,27,98,80,56,283,451,1404,271,1052,1019
128782,2468,315,327,7,577,11,0,0,2,271,10,4,167,224,179,233,141
129147,77896,23688,14631,2759,3813,123,17,49,2,8227,5124,2426,1593,3632,2124,5446,4242
129226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79319,110494,65593,9672,678,184,360,2,0,0,9462,30,479,3068,5639,176,15034,117
85904,31801,7846,3850,3370,2565,0,3,7,0,1694,1340,2419,1337,627,917,588,5238
87540,69588,34783,11524,204,2176,0,1,12,0,4542,1554,1746,4311,4660,852,1585,1638
87892,10129,5128,938,58,294,89,0,1,0,1063,452,424,28,635,264,325,430
90178,6494,1274,18,1783,13,0,5,2,0,1,2,409,1796,470,718,3,0
96136,59075,31076,3225,656,786,36,3,23,2,4005,4340,1639,1696,2418,421,6465,2284
97325,6088,3317,36,3,5,0,0,0,0,5,1,1,821,1339,6,548,6
98717,128876,46284,21645,3972,7384,0,9,16,0,14130,5646,3840,8618,5324,2810,1531,7667
105042,49162,9032,459,24,20,0,0,0,0,912,44,50,185,393,21,37952,70
106818,69432,28447,8095,3702,5981,91,32,51,2,3270,1232,2171,6808,3371,2359,1209,2611
108718,112793,32045,15455,5595,9865,0,13,16,1,7037,838,2448,18938,5248,3160,6773,5361
109001,4107,1035,76,1334,0,0,0,0,0,0,0,290,14,268,1090,0,0
114664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115470,131975,59385,16296,5319,7129,39,38,34,1,4568,877,2546,16362,7696,3010,4768,3907
119149,84249,48171,6974,142,361,36,0,4,0,7601,1911,519,3035,4694,181,9411,1209
124306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128042,61983,21850,5194,227,1165,40,3,54,2,5087,5681,1410,1044,2077,385,11375,6389
128298,8754,588,196,698,580,86,14,68,72,950,1883,359,146,516,292,628,1678
129529,11718,5629,1122,199,794,21,4,18,0,738,232,271,707,750,240,530,463
129639,28700,15899,3686,822,181,6,1,0,0,1016,89,194,3515,2568,55,573,95
82952,70451,20495,4972,1447,3375,5,36,66,3,6984,9428,3865,3736,2925,2202,3295,7617
88905,112246,25220,18977,1281,9643,155,6,9,0,21388,6906,3356,3961,3637,1691,1000,15016
108522,27021,9432,3461,2,1747,54,4,1,4,2475,125,90,812,1485,452,5889,988
116754,7273,18,0,13,596,0,1,1,0,5,4,5,5216,397,962,17,38
